                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 1.1331,                0.65173,                 1.0461,                0.74251,                0.65469,                0.66071,                0.43093,                 1.2739,                0.76728,                 1.1021,              0.0097921,              0.0097921,              0.0097921
                     44,                 1.1303,                 0.6548,                 1.0484,                0.73401,                0.63725,                0.65351,                0.42618,                 1.3016,                0.77861,                 1.1071,              0.0097871,              0.0097871,              0.0097871
                     45,                 1.1261,                0.65213,                 1.0463,                0.72268,                 0.6334,                0.65431,                0.42668,                 1.2879,                0.75992,                 1.1057,              0.0097822,              0.0097822,              0.0097822
                     46,                 1.1299,                0.65981,                 1.0437,                0.71137,                0.65672,                0.65175,                0.41873,                 1.2999,                0.77297,                 1.1067,              0.0097773,              0.0097773,              0.0097773
                     47,                 1.1212,                0.65851,                 1.0498,                0.74259,                0.66257,                0.67824,                0.44037,                 1.2587,                0.75942,                 1.0901,              0.0097723,              0.0097723,              0.0097723
                     48,                 1.1444,                0.66764,                  1.048,                0.70446,                0.66318,                0.66709,                0.43891,                 1.2224,                0.72323,                 1.0815,              0.0097674,              0.0097674,              0.0097674
                     49,                 1.1211,                0.65257,                 1.0442,                0.69467,                0.66113,                0.65381,                0.42279,                 1.2735,                 0.7624,                 1.0975,              0.0097624,              0.0097624,              0.0097624
                     50,                 1.1124,                0.65393,                 1.0441,                0.70722,                0.64545,                0.66282,                0.43231,                 1.2406,                0.74836,                 1.0909,              0.0097575,              0.0097575,              0.0097575
                     51,                 1.1138,                0.65242,                 1.0447,                0.76858,                0.62591,                0.66451,                0.44243,                 1.3046,                0.77353,                 1.1119,              0.0097525,              0.0097525,              0.0097525
                     52,                 1.1234,                0.65601,                 1.0428,                0.73586,                0.63822,                0.65044,                0.43216,                 1.2517,                 0.7394,                 1.0856,              0.0097476,              0.0097476,              0.0097476
                     53,                 1.1191,                0.64866,                  1.038,                0.69944,                0.65584,                0.66272,                0.44364,                 1.2386,                0.75944,                 1.0894,              0.0097426,              0.0097426,              0.0097426
                     54,                 1.1197,                0.65365,                 1.0409,                0.75184,                0.64442,                0.66875,                 0.4438,                 1.2313,                0.75156,                 1.0854,              0.0097377,              0.0097377,              0.0097377
                     55,                  1.114,                0.65195,                 1.0439,                0.75617,                0.63685,                0.66161,                0.44734,                 1.2225,                0.74516,                 1.0809,              0.0097327,              0.0097327,              0.0097327
                     56,                 1.1139,                0.65363,                 1.0431,                0.72786,                 0.6483,                0.64741,                0.43852,                 1.2184,                0.75037,                 1.0811,              0.0097278,              0.0097278,              0.0097278
