                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  2.021,                 1.8982,                 1.7122,                0.45199,                0.37499,                0.37615,                0.17316,                 1.9002,                 1.5359,                 1.4903,              0.0099456,              0.0099456,              0.0099456
                     13,                 2.0019,                 1.8292,                 1.6856,                0.43786,                0.42895,                0.39052,                0.17754,                 1.9106,                 1.4727,                 1.4859,              0.0099406,              0.0099406,              0.0099406
                     14,                 1.9745,                 1.7863,                 1.6769,                0.39863,                0.40026,                0.36185,                0.18127,                 1.8804,                 1.4431,                 1.4937,              0.0099357,              0.0099357,              0.0099357
                     15,                 1.9446,                 1.7172,                 1.6518,                0.42643,                0.44411,                0.39751,                0.19698,                 1.8123,                 1.3981,                  1.419,              0.0099307,              0.0099307,              0.0099307
                     16,                 1.9221,                  1.677,                 1.6302,                0.48381,                0.40127,                0.41916,                0.21068,                 1.7957,                 1.3776,                  1.418,              0.0099258,              0.0099258,              0.0099258
                     17,                  1.871,                 1.5953,                  1.605,                0.49647,                0.43588,                0.45145,                0.21989,                 1.8136,                 1.3685,                 1.4202,              0.0099208,              0.0099208,              0.0099208
                     18,                 1.8761,                 1.5782,                 1.5951,                0.44856,                0.45869,                0.42835,                0.21944,                 1.7495,                 1.3163,                 1.3727,              0.0099159,              0.0099159,              0.0099159
                     19,                 1.8377,                 1.5302,                 1.5749,                0.64745,                0.37356,                0.45173,                0.22548,                 1.7847,                 1.3314,                 1.3772,              0.0099109,              0.0099109,              0.0099109
                     20,                  1.818,                 1.4964,                 1.5626,                0.50244,                0.48277,                0.47477,                0.23968,                 1.7251,                 1.2646,                 1.3455,               0.009906,               0.009906,               0.009906
                     21,                 1.8089,                 1.4576,                 1.5405,                0.67975,                0.39972,                0.49172,                0.25374,                 1.7543,                 1.2463,                 1.3623,               0.009901,               0.009901,               0.009901
                     22,                 1.7908,                 1.4385,                 1.5386,                0.46311,                0.47829,                 0.4722,                0.23589,                 1.7356,                 1.2608,                 1.3577,              0.0098961,              0.0098961,              0.0098961
                     23,                 1.7626,                 1.3967,                  1.518,                0.50446,                 0.4755,                0.49157,                0.26706,                 1.7253,                 1.2411,                 1.3666,              0.0098911,              0.0098911,              0.0098911
                     24,                 1.7283,                 1.3568,                 1.5019,                0.48087,                0.48831,                0.49016,                0.27621,                 1.6948,                   1.24,                 1.3281,              0.0098861,              0.0098861,              0.0098861
                     25,                 1.7232,                 1.3399,                 1.4852,                0.61095,                 0.4777,                0.51181,                0.28185,                 1.6898,                 1.1822,                  1.317,              0.0098812,              0.0098812,              0.0098812
                     26,                 1.6962,                 1.3232,                 1.4828,                0.56096,                0.51336,                0.52581,                0.27522,                 1.6452,                 1.1671,                 1.3084,              0.0098763,              0.0098763,              0.0098763
                     27,                 1.6936,                 1.2891,                 1.4675,                0.66185,                0.46301,                0.54396,                0.29222,                 1.6695,                 1.1452,                 1.3214,              0.0098713,              0.0098713,              0.0098713
                     28,                 1.6846,                 1.2748,                 1.4567,                0.61266,                0.53243,                0.55723,                0.29675,                 1.6343,                 1.1011,                 1.2951,              0.0098664,              0.0098664,              0.0098664
                     29,                 1.6649,                 1.2437,                 1.4409,                0.67887,                0.48865,                 0.5481,                0.29996,                  1.662,                  1.154,                 1.3099,              0.0098614,              0.0098614,              0.0098614
                     30,                 1.6432,                 1.2235,                 1.4332,                0.59763,                0.51168,                0.55002,                0.30577,                 1.6236,                 1.1264,                 1.2895,              0.0098565,              0.0098565,              0.0098565
                     31,                  1.634,                 1.2036,                 1.4208,                0.62696,                0.52153,                 0.5618,                 0.2939,                 1.6326,                  1.117,                 1.2846,              0.0098515,              0.0098515,              0.0098515
                     32,                 1.6177,                 1.1848,                 1.4151,                 0.5874,                0.50932,                0.54325,                0.29448,                 1.6555,                 1.1368,                 1.3153,              0.0098466,              0.0098466,              0.0098466
                     33,                 1.5971,                 1.1546,                 1.3948,                0.62663,                0.52503,                0.56918,                0.32073,                 1.5955,                 1.0767,                 1.2689,              0.0098416,              0.0098416,              0.0098416
                     34,                 1.5803,                 1.1452,                   1.39,                0.62859,                0.54098,                0.55001,                0.31126,                 1.6026,                 1.0894,                 1.2773,              0.0098367,              0.0098367,              0.0098367
                     35,                 1.5851,                 1.1302,                 1.3721,                0.64929,                0.48957,                0.55356,                0.31998,                 1.6006,                 1.0726,                 1.2728,              0.0098317,              0.0098317,              0.0098317
                     36,                 1.5677,                 1.1206,                 1.3693,                0.57381,                  0.545,                0.56134,                0.30989,                 1.6026,                 1.1009,                 1.2815,              0.0098268,              0.0098268,              0.0098268
                     37,                  1.566,                 1.1133,                 1.3587,                0.56147,                0.52473,                0.53762,                0.32015,                 1.6251,                 1.0909,                 1.2895,              0.0098218,              0.0098218,              0.0098218
                     38,                 1.5476,                 1.0857,                 1.3498,                 0.6624,                0.54216,                0.59559,                0.34669,                 1.5529,                 1.0501,                 1.2485,              0.0098169,              0.0098169,              0.0098169
                     39,                 1.5373,                 1.0846,                 1.3534,                0.62455,                0.54137,                0.55615,                0.32647,                 1.5737,                 1.0702,                 1.2652,              0.0098119,              0.0098119,              0.0098119
                     40,                 1.5104,                 1.0556,                 1.3405,                0.55806,                0.56838,                0.57229,                0.32889,                 1.5458,                 1.0362,                 1.2447,               0.009807,               0.009807,               0.009807
                     41,                 1.5249,                 1.0595,                 1.3388,                0.59072,                0.57237,                0.57251,                0.33404,                 1.5614,                 1.0387,                 1.2631,               0.009802,               0.009802,               0.009802
                     42,                 1.5036,                 1.0424,                 1.3279,                0.63293,                0.54467,                0.57291,                0.31845,                  1.567,                 1.0354,                 1.2709,               0.009797,               0.009797,               0.009797
                     43,                 1.4984,                 1.0218,                 1.3133,                0.60243,                0.55712,                0.57079,                0.33256,                 1.5525,                 1.0379,                 1.2545,              0.0097921,              0.0097921,              0.0097921
                     44,                 1.4786,                 1.0185,                 1.3152,                0.60632,                 0.5647,                0.58556,                0.34009,                 1.5145,                 1.0193,                 1.2405,              0.0097871,              0.0097871,              0.0097871
                     45,                 1.4727,                 1.0035,                 1.3065,                0.62788,                0.55614,                0.59723,                0.34149,                 1.5282,                0.99957,                 1.2435,              0.0097822,              0.0097822,              0.0097822
                     46,                 1.4742,                 1.0016,                 1.3055,                0.62518,                0.56896,                0.58617,                0.33947,                  1.529,                  1.006,                 1.2469,              0.0097773,              0.0097773,              0.0097773
                     47,                 1.4595,                0.98491,                 1.3053,                0.62037,                0.60063,                0.61737,                0.35912,                 1.4859,                0.97174,                  1.222,              0.0097723,              0.0097723,              0.0097723
                     48,                  1.478,                 1.0007,                 1.2936,                0.62307,                0.56692,                0.59987,                 0.3539,                 1.4688,                 0.9475,                  1.206,              0.0097674,              0.0097674,              0.0097674
                     49,                 1.4356,                0.97533,                 1.2885,                0.67195,                 0.5632,                0.60559,                0.34708,                 1.4919,                 1.0035,                  1.229,              0.0097624,              0.0097624,              0.0097624
                     50,                 1.4248,                0.95757,                 1.2834,                0.60575,                0.57733,                0.59909,                0.34685,                 1.4966,                0.99504,                 1.2363,              0.0097575,              0.0097575,              0.0097575
                     51,                 1.4185,                0.95169,                 1.2814,                0.61475,                0.58117,                0.61472,                0.36137,                 1.4955,                 1.0011,                 1.2285,              0.0097525,              0.0097525,              0.0097525
                     52,                 1.4361,                0.95754,                 1.2784,                0.61457,                0.59255,                0.60647,                0.35815,                 1.4737,                0.96857,                 1.2225,              0.0097476,              0.0097476,              0.0097476
                     53,                 1.4238,                0.94492,                 1.2639,                  0.647,                0.58053,                0.60633,                0.35315,                 1.4771,                0.97363,                  1.215,              0.0097426,              0.0097426,              0.0097426
                     54,                 1.4114,                0.93486,                 1.2593,                 0.6538,                0.59367,                0.61673,                0.36149,                 1.4626,                0.94294,                 1.2104,              0.0097377,              0.0097377,              0.0097377
                     55,                 1.4111,                0.93389,                 1.2574,                0.60912,                0.59981,                0.60859,                0.35977,                  1.453,                0.95992,                 1.2032,              0.0097327,              0.0097327,              0.0097327
                     56,                 1.3955,                0.91751,                 1.2502,                0.63616,                0.59992,                0.61528,                0.37259,                 1.4597,                0.96466,                 1.2127,              0.0097278,              0.0097278,              0.0097278
                     57,                  1.402,                0.92847,                 1.2539,                0.64142,                0.60606,                0.61037,                0.37107,                 1.4309,                0.94251,                 1.1972,              0.0097228,              0.0097228,              0.0097228
                     58,                  1.396,                0.92154,                 1.2452,                0.70241,                0.59197,                0.64433,                0.38353,                 1.4225,                0.92055,                 1.1963,              0.0097179,              0.0097179,              0.0097179
                     59,                 1.3919,                0.90994,                 1.2405,                0.68478,                0.59901,                0.62904,                0.36898,                   1.41,                0.92376,                 1.1928,              0.0097129,              0.0097129,              0.0097129
                     60,                 1.3852,                0.90475,                 1.2482,                0.65009,                0.61422,                0.63433,                 0.3734,                 1.4153,                0.92265,                 1.1946,               0.009708,               0.009708,               0.009708
                     61,                 1.3635,                0.89627,                  1.233,                0.70726,                0.60164,                 0.6309,                0.37547,                  1.415,                0.93419,                 1.1965,               0.009703,               0.009703,               0.009703
                     62,                 1.3792,                0.89217,                 1.2328,                 0.7424,                0.58626,                0.63691,                0.37593,                 1.4042,                0.92919,                 1.1848,               0.009698,               0.009698,               0.009698
                     63,                 1.3635,                0.88967,                  1.222,                0.71364,                0.61997,                0.66555,                0.38373,                  1.397,                0.91162,                 1.1824,              0.0096931,              0.0096931,              0.0096931
                     64,                 1.3718,                0.88935,                 1.2253,                0.66955,                0.61168,                0.62912,                0.37234,                  1.409,                0.92234,                 1.1902,              0.0096881,              0.0096881,              0.0096881
                     65,                 1.3543,                0.87469,                 1.2178,                0.64728,                0.60792,                0.61444,                0.37586,                 1.4001,                0.91368,                  1.187,              0.0096832,              0.0096832,              0.0096832
                     66,                 1.3436,                0.86522,                  1.215,                0.66329,                 0.6323,                0.63781,                0.38849,                 1.3888,                0.88688,                  1.177,              0.0096783,              0.0096783,              0.0096783
                     67,                 1.3553,                0.87088,                 1.2121,                0.68225,                0.64417,                0.66159,                0.39579,                 1.3902,                0.87378,                 1.1782,              0.0096733,              0.0096733,              0.0096733
                     68,                 1.3335,                0.85074,                 1.2001,                0.67299,                0.63204,                0.64632,                0.39088,                 1.3763,                0.88176,                 1.1774,              0.0096684,              0.0096684,              0.0096684
                     69,                 1.3409,                0.86183,                 1.2073,                0.69395,                0.65144,                0.66733,                0.39511,                 1.3703,                0.87085,                 1.1751,              0.0096634,              0.0096634,              0.0096634
                     70,                 1.3201,                0.85252,                 1.2061,                0.69802,                 0.6176,                0.66162,                0.39105,                 1.3698,                0.88697,                 1.1699,              0.0096585,              0.0096585,              0.0096585
                     71,                 1.3315,                0.84088,                 1.2011,                0.66946,                0.63229,                0.65043,                0.38891,                  1.372,                0.88849,                 1.1725,              0.0096535,              0.0096535,              0.0096535
                     72,                 1.3141,                0.83836,                  1.203,                0.65118,                0.64261,                0.64534,                0.39053,                 1.3687,                0.88902,                 1.1779,              0.0096486,              0.0096486,              0.0096486
                     73,                 1.3191,                0.83955,                 1.1963,                0.65717,                0.63997,                0.64803,                0.39199,                 1.3611,                0.88576,                  1.175,              0.0096436,              0.0096436,              0.0096436
                     74,                 1.3031,                 0.8262,                 1.1842,                0.65805,                0.63466,                0.64298,                0.39389,                 1.3627,                0.88759,                 1.1684,              0.0096387,              0.0096387,              0.0096387
                     75,                 1.3123,                0.83346,                 1.1953,                0.66573,                 0.6247,                0.64574,                0.39586,                 1.3469,                 0.8791,                 1.1607,              0.0096337,              0.0096337,              0.0096337
                     76,                 1.3033,                0.82399,                 1.1848,                0.68355,                  0.638,                 0.6552,                0.40242,                 1.3392,                0.87853,                 1.1583,              0.0096288,              0.0096288,              0.0096288
                     77,                 1.3057,                0.82718,                   1.18,                0.68939,                0.63224,                0.65108,                0.40491,                 1.3416,                0.88682,                 1.1598,              0.0096238,              0.0096238,              0.0096238
                     78,                 1.2866,                0.81542,                 1.1816,                0.66366,                0.64059,                0.64879,                0.40271,                 1.3417,                0.88894,                 1.1624,              0.0096188,              0.0096188,              0.0096188
                     79,                 1.2911,                0.81198,                 1.1803,                0.67996,                0.63746,                0.64873,                 0.4042,                 1.3339,                0.87602,                 1.1595,              0.0096139,              0.0096139,              0.0096139
                     80,                 1.2932,                0.81814,                 1.1774,                0.69731,                0.62197,                0.64285,                0.40387,                 1.3247,                0.86178,                 1.1567,               0.009609,               0.009609,               0.009609
                     81,                 1.2836,                0.80177,                 1.1753,                0.67367,                0.63301,                0.63876,                0.40175,                 1.3197,                0.86503,                 1.1547,               0.009604,               0.009604,               0.009604
                     82,                 1.2842,                0.80584,                   1.17,                0.67078,                0.62841,                0.64614,                 0.4035,                  1.317,                0.86457,                 1.1531,               0.009599,               0.009599,               0.009599
                     83,                 1.2824,                0.80684,                 1.1747,                0.65388,                0.63696,                0.64932,                0.40503,                  1.309,                0.86134,                 1.1488,              0.0095941,              0.0095941,              0.0095941
                     84,                 1.2822,                 0.8043,                 1.1712,                0.66347,                0.63093,                 0.6477,                 0.4052,                 1.3107,                0.86271,                 1.1522,              0.0095892,              0.0095892,              0.0095892
                     85,                 1.2891,                0.80584,                 1.1744,                0.67234,                0.62677,                0.65222,                0.40898,                 1.3188,                0.86023,                 1.1593,              0.0095842,              0.0095842,              0.0095842
                     86,                 1.2707,                0.79063,                 1.1681,                0.70444,                 0.6097,                0.65055,                0.40924,                 1.3225,                0.85917,                 1.1623,              0.0095793,              0.0095793,              0.0095793
                     87,                 1.2677,                0.78674,                 1.1667,                0.68918,                0.61676,                0.65057,                0.40726,                 1.3178,                0.85022,                 1.1606,              0.0095743,              0.0095743,              0.0095743
                     88,                 1.2677,                0.79427,                 1.1677,                0.68331,                 0.6254,                0.64574,                0.40602,                 1.3141,                0.84598,                 1.1602,              0.0095694,              0.0095694,              0.0095694
                     89,                 1.2595,                0.78394,                 1.1643,                 0.6771,                0.62297,                0.64447,                0.40674,                 1.3059,                0.84727,                 1.1567,              0.0095644,              0.0095644,              0.0095644
                     90,                 1.2591,                0.78123,                 1.1564,                0.69344,                0.62544,                0.65041,                0.40492,                 1.2977,                0.84709,                 1.1524,              0.0095595,              0.0095595,              0.0095595
                     91,                 1.2619,                0.78466,                  1.159,                0.68456,                0.63927,                0.65663,                0.40754,                 1.2919,                0.84075,                 1.1484,              0.0095545,              0.0095545,              0.0095545
                     92,                 1.2631,                0.78003,                 1.1561,                0.68506,                0.64048,                0.65738,                0.40577,                 1.2896,                 0.8364,                 1.1495,              0.0095496,              0.0095496,              0.0095496
                     93,                 1.2445,                0.77215,                 1.1483,                0.68543,                0.64203,                0.65848,                0.40948,                 1.2907,                0.83513,                 1.1499,              0.0095446,              0.0095446,              0.0095446
                     94,                 1.2614,                0.78222,                 1.1463,                0.68707,                0.64831,                0.65878,                0.41022,                 1.2856,                0.83399,                 1.1462,              0.0095397,              0.0095397,              0.0095397
                     95,                 1.2458,                0.76893,                 1.1499,                0.67902,                0.64823,                0.65608,                0.41378,                 1.2851,                0.83468,                 1.1441,              0.0095347,              0.0095347,              0.0095347
                     96,                 1.2278,                0.75753,                 1.1462,                0.66715,                0.64801,                0.65385,                0.41752,                  1.283,                0.83201,                 1.1426,              0.0095298,              0.0095298,              0.0095298
                     97,                  1.242,                0.76497,                 1.1511,                0.67805,                0.65193,                0.66019,                0.41824,                 1.2794,                0.82938,                 1.1404,              0.0095248,              0.0095248,              0.0095248
                     98,                 1.2453,                0.76633,                 1.1461,                0.67798,                0.64646,                0.65989,                0.41797,                 1.2784,                0.83035,                 1.1403,              0.0095198,              0.0095198,              0.0095198
                     99,                  1.224,                0.75599,                  1.149,                0.67281,                0.64882,                0.66111,                0.41804,                 1.2774,                0.82773,                 1.1436,              0.0095149,              0.0095149,              0.0095149
                    100,                 1.2423,                0.76254,                 1.1499,                0.68513,                0.65354,                0.66595,                0.42186,                 1.2737,                0.82405,                 1.1412,                0.00951,                0.00951,                0.00951
                    101,                 1.2214,                0.74781,                 1.1497,                0.68138,                0.66414,                0.66725,                0.42077,                 1.2714,                0.81991,                 1.1386,               0.009505,               0.009505,               0.009505
                    102,                 1.2443,                0.76053,                 1.1387,                0.68058,                0.65903,                0.66796,                0.42032,                 1.2693,                0.81822,                 1.1382,                 0.0095,                 0.0095,                 0.0095
                    103,                 1.2298,                0.75566,                 1.1491,                0.68748,                0.65916,                0.66739,                0.41902,                  1.266,                0.81421,                 1.1367,              0.0094951,              0.0094951,              0.0094951
                    104,                 1.2374,                0.75818,                 1.1445,                0.68652,                0.66403,                 0.6686,                0.42169,                 1.2629,                0.81492,                 1.1359,              0.0094902,              0.0094902,              0.0094902
                    105,                 1.2249,                0.74644,                 1.1403,                0.68562,                0.66069,                0.67053,                0.42145,                  1.261,                0.81476,                 1.1355,              0.0094852,              0.0094852,              0.0094852
                    106,                 1.2175,                 0.7436,                 1.1407,                 0.6874,                0.65893,                0.66908,                0.42293,                 1.2606,                0.81316,                  1.135,              0.0094803,              0.0094803,              0.0094803
                    107,                 1.2184,                0.74642,                 1.1444,                0.68009,                0.66249,                0.67117,                0.42439,                 1.2572,                  0.811,                 1.1328,              0.0094753,              0.0094753,              0.0094753
                    108,                 1.2207,                0.74407,                 1.1373,                0.67711,                0.66279,                0.67143,                0.42433,                 1.2533,                 0.8081,                 1.1292,              0.0094704,              0.0094704,              0.0094704
                    109,                 1.2082,                0.73385,                 1.1298,                0.68127,                0.66249,                0.67352,                0.42629,                 1.2525,                0.80665,                 1.1288,              0.0094654,              0.0094654,              0.0094654
                    110,                 1.2249,                0.73712,                 1.1262,                0.68671,                0.66088,                0.67339,                0.42596,                 1.2537,                0.80907,                 1.1297,              0.0094605,              0.0094605,              0.0094605
                    111,                 1.2093,                0.73304,                 1.1298,                0.68352,                0.66102,                0.67328,                0.42786,                 1.2526,                0.80771,                  1.129,              0.0094555,              0.0094555,              0.0094555
                    112,                 1.2105,                0.73523,                 1.1323,                0.68654,                0.66028,                0.67325,                0.42967,                 1.2505,                0.80505,                 1.1289,              0.0094506,              0.0094506,              0.0094506
                    113,                 1.2087,                0.73405,                 1.1286,                0.68944,                0.65938,                0.67324,                0.43058,                 1.2495,                 0.8062,                 1.1291,              0.0094456,              0.0094456,              0.0094456
                    114,                  1.202,                0.73096,                 1.1241,                0.69053,                0.66861,                0.67488,                0.43033,                 1.2487,                0.80495,                 1.1285,              0.0094407,              0.0094407,              0.0094407
                    115,                 1.1977,                0.72667,                  1.126,                0.69035,                0.66997,                0.67466,                0.42932,                 1.2475,                0.80264,                 1.1281,              0.0094357,              0.0094357,              0.0094357
                    116,                 1.2023,                0.72737,                 1.1179,                0.68903,                0.67251,                0.67626,                0.42879,                 1.2463,                0.80168,                 1.1279,              0.0094307,              0.0094307,              0.0094307
                    117,                 1.1919,                0.72499,                 1.1235,                0.68933,                0.68568,                 0.6802,                 0.4286,                  1.245,                0.80126,                 1.1279,              0.0094258,              0.0094258,              0.0094258
                    118,                 1.1962,                0.72709,                 1.1288,                0.69553,                0.67594,                0.68046,                0.42863,                 1.2439,                0.79968,                 1.1276,              0.0094208,              0.0094208,              0.0094208
                    119,                 1.1983,                0.72457,                 1.1199,                0.69527,                0.67419,                0.68136,                0.43015,                 1.2423,                0.79893,                 1.1269,              0.0094159,              0.0094159,              0.0094159
                    120,                  1.175,                0.71004,                 1.1162,                0.69784,                0.67339,                0.68169,                0.43141,                 1.2412,                0.79896,                 1.1265,              0.0094109,              0.0094109,              0.0094109
                    121,                 1.1951,                0.72247,                 1.1196,                0.69612,                0.67396,                0.68164,                0.43163,                 1.2402,                0.79745,                 1.1264,               0.009406,               0.009406,               0.009406
                    122,                 1.1895,                0.71792,                 1.1216,                0.69585,                0.67261,                0.68058,                0.42933,                 1.2401,                0.79614,                 1.1265,               0.009401,               0.009401,               0.009401
                    123,                 1.1945,                0.71771,                 1.1118,                0.70129,                0.68083,                0.68238,                0.43035,                 1.2379,                0.79385,                 1.1254,              0.0093961,              0.0093961,              0.0093961
                    124,                 1.1936,                0.71754,                 1.1122,                 0.6939,                0.68203,                0.68119,                 0.4301,                 1.2363,                0.79276,                 1.1246,              0.0093912,              0.0093912,              0.0093912
                    125,                 1.1861,                0.71348,                  1.112,                0.69684,                0.68125,                0.68181,                   0.43,                 1.2343,                0.79152,                 1.1238,              0.0093862,              0.0093862,              0.0093862
                    126,                 1.1795,                0.71627,                 1.1127,                0.69441,                0.68148,                 0.6823,                0.43017,                 1.2326,                0.78961,                 1.1229,              0.0093813,              0.0093813,              0.0093813
                    127,                 1.1753,                0.70486,                 1.1122,                0.69635,                0.68133,                0.68302,                0.43054,                 1.2314,                0.78958,                 1.1229,              0.0093763,              0.0093763,              0.0093763
                    128,                 1.1786,                0.70854,                 1.1137,                0.69574,                0.68096,                0.68301,                0.43072,                 1.2295,                0.78761,                 1.1225,              0.0093714,              0.0093714,              0.0093714
                    129,                 1.1779,                0.70846,                 1.1133,                0.69559,                0.68182,                0.68234,                0.43052,                 1.2292,                0.78675,                 1.1228,              0.0093664,              0.0093664,              0.0093664
                    130,                 1.1682,                0.69925,                 1.1066,                 0.6974,                0.68133,                0.68424,                0.43179,                 1.2276,                0.78605,                 1.1225,              0.0093615,              0.0093615,              0.0093615
                    131,                 1.1735,                 0.7043,                 1.1138,                0.70343,                0.68041,                0.68457,                0.43102,                  1.226,                0.78495,                 1.1218,              0.0093565,              0.0093565,              0.0093565
                    132,                 1.1838,                0.71046,                 1.1133,                0.70275,                0.67226,                0.67686,                0.43005,                 1.2247,                0.78515,                 1.1215,              0.0093516,              0.0093516,              0.0093516
                    133,                 1.1746,                  0.699,                 1.1107,                0.70277,                0.67158,                0.67726,                0.43058,                 1.2228,                0.78378,                 1.1205,              0.0093466,              0.0093466,              0.0093466
                    134,                 1.1684,                0.70253,                 1.1048,                0.70039,                0.67151,                0.67756,                0.43135,                 1.2214,                0.78331,                 1.1202,              0.0093416,              0.0093416,              0.0093416
                    135,                 1.1728,                0.70376,                 1.1084,                0.70038,                0.67029,                0.67744,                 0.4319,                 1.2202,                0.78267,                 1.1199,              0.0093367,              0.0093367,              0.0093367
                    136,                 1.1674,                0.69387,                 1.0988,                0.69084,                0.67663,                0.67776,                0.43339,                 1.2212,                0.78217,                  1.121,              0.0093317,              0.0093317,              0.0093317
                    137,                  1.172,                 0.6993,                 1.1026,                0.68733,                0.67944,                0.67692,                0.43304,                 1.2198,                0.78205,                 1.1202,              0.0093268,              0.0093268,              0.0093268
                    138,                 1.1582,                0.69122,                 1.1046,                0.68871,                0.67709,                  0.677,                0.43343,                 1.2182,                0.78189,                 1.1196,              0.0093219,              0.0093219,              0.0093219
                    139,                 1.1665,                0.69652,                 1.1041,                0.69001,                 0.6768,                0.67729,                0.43347,                 1.2178,                0.78141,                 1.1201,              0.0093169,              0.0093169,              0.0093169
                    140,                 1.1599,                0.69429,                 1.1003,                0.68228,                0.68151,                 0.6765,                0.43455,                  1.217,                0.78136,                 1.1199,              0.0093119,              0.0093119,              0.0093119
                    141,                 1.1553,                0.69068,                 1.1064,                0.68072,                0.68204,                0.67746,                0.43463,                 1.2161,                0.78088,                 1.1187,               0.009307,               0.009307,               0.009307
                    142,                  1.157,                0.69035,                 1.1034,                0.68175,                0.68115,                0.67748,                0.43454,                 1.2155,                0.78121,                 1.1188,               0.009302,               0.009302,               0.009302
                    143,                 1.1568,                0.69661,                 1.1082,                0.68295,                0.67986,                0.67787,                0.43447,                 1.2146,                0.78119,                 1.1186,              0.0092971,              0.0092971,              0.0092971
                    144,                 1.1524,                0.68683,                 1.1018,                0.68251,                0.67316,                0.67709,                0.43408,                 1.2133,                0.78083,                 1.1183,              0.0092922,              0.0092922,              0.0092922
                    145,                 1.1417,                0.67407,                 1.0938,                0.68164,                0.67634,                0.67803,                0.43537,                 1.2126,                0.78055,                 1.1179,              0.0092872,              0.0092872,              0.0092872
                    146,                 1.1484,                0.68884,                 1.1027,                0.68117,                0.67731,                0.67903,                0.43563,                 1.2113,                0.78068,                 1.1177,              0.0092823,              0.0092823,              0.0092823
                    147,                 1.1447,                0.68256,                 1.0996,                0.68187,                0.67738,                0.67933,                0.43649,                 1.2105,                0.77926,                 1.1175,              0.0092773,              0.0092773,              0.0092773
                    148,                 1.1412,                0.68536,                 1.0951,                0.68788,                0.67256,                0.67829,                0.43713,                 1.2093,                0.77929,                 1.1168,              0.0092724,              0.0092724,              0.0092724
                    149,                 1.1598,                0.69021,                 1.0994,                0.69124,                0.67239,                0.67732,                0.43665,                 1.2082,                0.77965,                 1.1161,              0.0092674,              0.0092674,              0.0092674
                    150,                 1.1355,                0.67308,                 1.0946,                0.69165,                0.67259,                0.67627,                 0.4366,                 1.2068,                0.77826,                 1.1155,              0.0092625,              0.0092625,              0.0092625
                    151,                 1.1432,                0.67485,                  1.097,                0.69749,                 0.6692,                0.67675,                0.43856,                 1.2058,                0.77741,                 1.1153,              0.0092575,              0.0092575,              0.0092575
                    152,                 1.1481,                0.68121,                 1.0962,                0.69674,                0.66974,                0.67692,                0.43743,                 1.2051,                0.77714,                 1.1146,              0.0092526,              0.0092526,              0.0092526
                    153,                 1.1389,                0.67789,                 1.0946,                 0.6984,                0.66956,                0.67633,                0.43722,                 1.2042,                0.77662,                 1.1145,              0.0092476,              0.0092476,              0.0092476
