                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.1571,                0.67751,                 1.0554,                0.72782,                0.63851,                0.65393,                 0.4037,                 1.3753,                0.80886,                 1.1409,              0.0099109,              0.0099109,              0.0099109
                     20,                 1.1561,                0.67553,                 1.0563,                0.72752,                0.58835,                0.62242,                0.39279,                 1.3902,                0.82939,                  1.141,               0.009906,               0.009906,               0.009906
                     21,                 1.1626,                0.68374,                 1.0591,                0.72881,                0.60364,                0.63343,                0.39704,                 1.3332,                 0.8132,                 1.1271,               0.009901,               0.009901,               0.009901
                     22,                 1.1579,                0.68573,                  1.061,                0.74259,                0.60063,                 0.6405,                0.39877,                 1.3477,                0.81088,                 1.1109,              0.0098961,              0.0098961,              0.0098961
                     23,                 1.1569,                0.67875,                 1.0572,                0.74176,                0.64729,                0.67447,                0.41724,                 1.3249,                0.80029,                 1.1108,              0.0098911,              0.0098911,              0.0098911
                     24,                 1.1374,                0.67031,                 1.0556,                0.73845,                0.64053,                0.67184,                0.40779,                 1.3616,                0.79421,                 1.1369,              0.0098861,              0.0098861,              0.0098861
                     25,                 1.1574,                0.67816,                 1.0581,                0.70383,                0.63982,                0.66333,                0.42141,                 1.3701,                0.81973,                 1.1285,              0.0098812,              0.0098812,              0.0098812
                     26,                 1.1418,                 0.6707,                 1.0554,                0.67646,                 0.6661,                 0.6584,                0.40468,                 1.3488,                0.81647,                 1.1232,              0.0098763,              0.0098763,              0.0098763
                     27,                 1.1494,                0.67278,                 1.0578,                0.72395,                0.67755,                0.68149,                0.43354,                 1.2707,                0.76065,                 1.0974,              0.0098713,              0.0098713,              0.0098713
                     28,                 1.1442,                0.66912,                 1.0553,                0.74965,                0.63201,                0.65192,                  0.422,                  1.301,                 0.7978,                 1.0993,              0.0098664,              0.0098664,              0.0098664
                     29,                 1.1457,                 0.6704,                 1.0614,                0.68698,                0.61059,                0.62739,                0.39511,                 1.3287,                0.80327,                  1.126,              0.0098614,              0.0098614,              0.0098614
                     30,                 1.1464,                0.67307,                 1.0574,                0.71776,                 0.6133,                0.65927,                0.41949,                 1.3048,                0.81071,                 1.1216,              0.0098565,              0.0098565,              0.0098565
                     31,                  1.146,                0.67187,                 1.0552,                0.72068,                0.64811,                0.66065,                0.41649,                 1.3207,                0.80357,                 1.1131,              0.0098515,              0.0098515,              0.0098515
                     32,                 1.1422,                  0.672,                 1.0551,                0.74042,                0.64803,                0.67642,                 0.4112,                  1.312,                0.79718,                 1.1097,              0.0098466,              0.0098466,              0.0098466
                     33,                 1.1392,                0.67142,                 1.0606,                0.67677,                0.60457,                0.62603,                0.40231,                 1.3387,                0.80606,                 1.1185,              0.0098416,              0.0098416,              0.0098416
                     34,                 1.1482,                0.67062,                   1.05,                 0.6992,                0.66701,                0.66964,                0.42246,                 1.2892,                0.75917,                 1.0956,              0.0098367,              0.0098367,              0.0098367
                     35,                 1.1395,                0.66845,                 1.0527,                0.70334,                0.59448,                 0.6349,                0.41277,                 1.3329,                0.82507,                 1.1186,              0.0098317,              0.0098317,              0.0098317
                     36,                 1.1505,                0.67428,                 1.0545,                0.67186,                0.60808,                0.62763,                0.40871,                 1.3429,                0.80981,                 1.1227,              0.0098268,              0.0098268,              0.0098268
                     37,                 1.1349,                0.66706,                 1.0527,                0.71903,                0.63212,                0.65977,                0.41471,                 1.2999,                0.77156,                 1.1102,              0.0098218,              0.0098218,              0.0098218
                     38,                 1.1434,                0.66718,                 1.0528,                0.68963,                0.66918,                0.67095,                0.42325,                 1.2687,                0.75092,                 1.0996,              0.0098169,              0.0098169,              0.0098169
                     39,                 1.1351,                 0.6647,                 1.0553,                0.70762,                0.66161,                0.64491,                0.40878,                 1.3189,                0.77514,                 1.1169,              0.0098119,              0.0098119,              0.0098119
                     40,                 1.1474,                0.67315,                 1.0539,                0.71669,                0.64848,                0.65302,                0.41791,                 1.2649,                0.77913,                 1.0962,               0.009807,               0.009807,               0.009807
                     41,                 1.1444,                0.67002,                 1.0538,                 0.6788,                0.65882,                0.64844,                0.42012,                 1.2962,                0.78081,                 1.0983,               0.009802,               0.009802,               0.009802
                     42,                 1.1272,                0.66124,                 1.0515,                0.71563,                0.66285,                0.66226,                0.42022,                 1.2908,                0.75403,                 1.1011,               0.009797,               0.009797,               0.009797
                     43,                 1.1381,                0.66897,                 1.0544,                0.69952,                0.63507,                0.64715,                0.41024,                 1.3007,                0.78378,                 1.1109,              0.0097921,              0.0097921,              0.0097921
                     44,                 1.1329,                 0.6664,                 1.0505,                0.76228,                0.63171,                0.65094,                0.41746,                 1.3228,                0.77992,                 1.1156,              0.0097871,              0.0097871,              0.0097871
                     45,                 1.1374,                0.67066,                 1.0533,                0.74362,                 0.6446,                0.65512,                0.41907,                 1.2767,                0.76664,                 1.1122,              0.0097822,              0.0097822,              0.0097822
                     46,                 1.1472,                0.67146,                 1.0547,                0.68793,                0.64567,                0.65564,                0.42895,                 1.2755,                0.75454,                 1.1034,              0.0097773,              0.0097773,              0.0097773
                     47,                 1.1305,                0.66396,                 1.0564,                0.71782,                0.66523,                0.66742,                0.42439,                 1.2733,                0.75029,                 1.1064,              0.0097723,              0.0097723,              0.0097723
                     48,                 1.1358,                0.66437,                 1.0501,                0.70838,                0.66111,                0.66897,                0.42826,                 1.2716,                0.73496,                 1.0987,              0.0097674,              0.0097674,              0.0097674
                     49,                 1.1248,                0.65507,                 1.0511,                0.72892,                0.63041,                0.65122,                0.41681,                 1.2573,                0.75458,                 1.1063,              0.0097624,              0.0097624,              0.0097624
                     50,                 1.1291,                0.66282,                 1.0476,                0.72753,                 0.6448,                0.65683,                0.43649,                 1.2327,                0.75511,                 1.0949,              0.0097575,              0.0097575,              0.0097575
                     51,                 1.1315,                0.66602,                 1.0532,                0.70385,                0.62751,                0.65343,                0.42114,                  1.268,                0.74955,                 1.1054,              0.0097525,              0.0097525,              0.0097525
                     52,                 1.1348,                0.66171,                 1.0505,                0.70535,                0.67644,                0.66735,                0.42849,                 1.2319,                0.75418,                 1.0876,              0.0097476,              0.0097476,              0.0097476
                     53,                  1.127,                0.65901,                  1.047,                 0.7309,                0.65568,                0.66551,                0.43836,                 1.2312,                0.75377,                 1.0971,              0.0097426,              0.0097426,              0.0097426
                     54,                 1.1447,                0.66815,                 1.0514,                0.73462,                0.67327,                0.68245,                0.43285,                 1.2385,                0.75612,                 1.0912,              0.0097377,              0.0097377,              0.0097377
                     55,                 1.1392,                0.66642,                 1.0456,                0.73183,                0.65462,                0.67187,                0.43977,                 1.2449,                 0.7379,                 1.0909,              0.0097327,              0.0097327,              0.0097327
                     56,                 1.1323,                0.66366,                 1.0496,                0.72944,                0.64901,                 0.6672,                 0.4442,                   1.22,                0.74821,                 1.0809,              0.0097278,              0.0097278,              0.0097278
