                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.3371,                 2.7986,                  1.025,                0.04333,                      1,                   0.08,                 0.0491,                 1.3541,                 3.2011,                0.93429,             0.00073527,             0.00073527,             0.00073527
                     13,                 1.3299,                 2.8481,                0.98434,                0.04333,                      1,                   0.08,                 0.0491,                 1.3541,                 3.2011,                0.93429,             0.00077765,             0.00077765,             0.00077765
                     14,                  1.347,                 2.3303,                 1.0474,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,             0.00081686,             0.00081686,             0.00081686
                     15,                 1.5433,                 1.8256,                 1.0097,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,              0.0008529,              0.0008529,              0.0008529
                     16,                 1.5072,                 1.6363,                 1.0116,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,             0.00088578,             0.00088578,             0.00088578
                     17,                 1.6611,                 1.8162,                  1.074,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,             0.00091549,             0.00091549,             0.00091549
                     18,                 1.3997,                 1.8428,                 1.0004,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,             0.00094203,             0.00094203,             0.00094203
                     19,                 1.5373,                 1.8058,                 1.0561,                 0.0425,                0.98077,                0.88202,                0.41001,                 1.4598,                 2.7451,                 1.0304,              0.0009654,              0.0009654,              0.0009654
                     20,                 1.7347,                  1.738,                 1.0952,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0009856,              0.0009856,              0.0009856
                     21,                 1.4763,                 1.2307,                 1.0878,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0010026,              0.0010026,              0.0010026
                     22,                 1.5861,                 1.5799,                 1.1976,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0010165,              0.0010165,              0.0010165
                     23,                 1.5427,                 1.2644,                  1.084,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0010272,              0.0010272,              0.0010272
                     24,                  1.451,                  1.428,                 1.1004,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0010347,              0.0010347,              0.0010347
                     25,                 1.7584,                 1.6169,                 1.1988,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0010391,              0.0010391,              0.0010391
                     26,                 1.5518,                 1.3033,                 1.1269,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,                0.00101,                0.00101,                0.00101
                     27,                 1.5121,                 1.3651,                 1.0949,                0.92044,                0.88996,                0.94427,                 0.4167,                  1.758,                 1.4202,                 1.1884,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.4103,                 1.2221,                 1.0159,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.2136,                 1.2832,                 1.0185,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.2822,                 1.2445,                  1.087,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.2528,                  1.135,                0.98735,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,               0.000812,               0.000812,               0.000812
                     32,                 1.3582,                 1.4078,                 1.0254,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.2342,                  1.501,                 1.0305,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0007328,              0.0007328,              0.0007328
                     34,                   1.17,                 1.2456,                0.94762,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.2998,                  1.222,                  1.009,                0.87381,                0.94231,                0.92032,                0.59648,                 1.1948,                 1.0101,                 0.9815,              0.0006536,              0.0006536,              0.0006536
                     36,                   1.31,                 1.1217,                  1.025,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,               0.000614,               0.000614,               0.000614
                     37,                 1.2802,                  1.103,                0.96831,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.1582,                 1.3138,                   1.01,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.1574,                 1.2266,                0.97915,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.1465,                 1.4693,                 1.0078,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.1133,                 1.6491,                 1.0263,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,               0.000416,               0.000416,               0.000416
                     42,                 1.1607,                 1.7462,                 1.0307,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.1002,                 1.7249,                0.97548,                0.92093,                0.94231,                0.97613,                0.65502,                 1.1236,                0.97383,                0.95258,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.1107,                 1.7737,                0.96396,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.0138,                 1.5593,                0.95155,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,              0.0002576,              0.0002576,              0.0002576
                     46,                  1.129,                 1.4951,                0.93314,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,               0.000218,               0.000218,               0.000218
                     47,                0.99384,                 1.3759,                0.94006,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.1828,                 1.6874,                0.94107,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1016,                 1.6262,                0.91887,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                  1.064,                 1.5484,                0.98472,                0.97303,                0.90385,                0.97184,                0.67441,                 1.1082,                 0.9716,                0.93644,               5.96e-05,               5.96e-05,               5.96e-05
